OType,ra,dec,rvz_redshift,rvz_radvel,plx_value,u_,g_,r_,i_,z_
Sy2,175.3225513,20.83145145,0.02394,7091.146414,,17.108,15.798,15.294,15.043,14.823
Sy1,197.0582119,16.24875042,0.26604,69436.02615,0.2256,19.213,19.106,18.975,18.978,18.709
Sy1,200.8501645,20.0700355,0.28554,73756.88655,,19.925,19.652,18.985,18.632,18.237
Sy1,210.6800199,35.18319209,0.2134,57275.2384,0.3512,19.797,19.332,18.574,18.116,18.041
Sy2,163.0526594,65.93570416,0.116,32771.00846,0.6546,19.125,17.872,17.208,16.791,16.617
Sy1,18.742188,-0.741496,0.183096667,49936.02287,,20.399,19.377,18.733,18.325,18.173
Sy1,163.8812577,65.47851512,0.097,27675.51739,,,,,,
Sy1,164.4248736,65.59441775,0.01146,3415.936735,0.8363,16.997,16.108,15.897,15.874,15.74
Sy1,19.607077,-0.705382,0.0482,14102.13706,,18.276,17.22,16.743,16.469,16.291
Sy1,167.1648292,66.77733842,0.22,58840.4744,1.0278,19.529,19.143,18.415,17.942,17.678
Sy1,213.2587404,35.58026835,0.10889,30876.52802,,18.432,17.981,17.474,16.99,16.824
Sy1,198.8280574,20.1211622,0.08488,24370.01336,,19.945,18.484,17.712,17.217,16.921
Sy1,165.1918068,66.78938915,0.192,52118.52175,0.3526,19.335,18.466,17.65,17.2,16.929
Sy2,179.9632522,66.70868438,0.115,32505.44221,3.51,19.522,18.255,17.555,17.19,16.938
Sy2,115.671689,38.167188,0.20613,55537.43433,,20.422,18.289,17.18,16.623,16.293
Sy1,169.2919489,65.36867508,0.147,40860.6107,0.0083,,,,,
Sy1,9.440932593,22.17330612,0.733,150019.3799,,19.8529,19.4878,19.3434,19.2403,19.0467
Sy1,172.5129884,65.94145189,0.13261,37139.79701,,18.286,17.82,17.445,17.054,16.987
Sy2,185.8188897,4.836146232,0.01784,5300.598095,,17.723,16.901,17.095,17.346,17.281
Sy1,193.9125427,17.47143877,0.11346,32095.90298,2.1117,19.52,18.279,17.435,16.918,16.6
Sy1,194.0437538,18.08204088,0.17227,47252.38778,,19.278,18.656,17.862,17.402,17.133
Sy1,193.2486875,18.20866615,0.30221,77373.9402,0.2356,18.539,18.447,18.24,18.157,17.782
Sy1,9.473886209,-9.558842466,0.39928,97091.96641,0.1876,19.0854,18.877,18.9356,18.9288,18.5354
Sy1,193.9110404,18.53990128,0.6138,133442.1194,0.0621,18.957,18.657,18.593,18.435,18.466
Sy1,26.263433,-0.815243,0.19823047,53632.80494,,20.241,18.976,18.181,17.722,17.459
Sy1,194.4429051,19.01243124,0.1789,48899.65992,0.3804,19.925,19.45,19.047,18.647,18.646
Sy1,9.497970065,15.92864452,0.53134,120544.4692,0.0205,20.1375,19.8448,19.7313,19.4444,19.4213
Sy1,176.1150007,67.36756461,0.11666,32946.12341,0.064,18.747,17.625,16.769,16.282,15.965
Sy1,194.104587,15.35254424,0.19612,53121.06187,1.0735,19.77,19.257,18.51,18.063,17.9
Sy2,160.5103789,65.86585745,0.123,34621.86579,,19.285,17.796,16.969,16.555,16.267
Sy1,8.793779361,-2.501330092,0.6842,143509.3135,,20.1182,19.7773,19.7577,19.7141,19.6485
Sy1,8.797876808,-0.821661633,0.18634,50733.61047,,19.8336,19.3059,18.4619,17.9678,17.6491
Sy2,161.6166034,66.27237647,0.097,27675.51739,,,,,,
Sy1,24.2727919,-10.58446371,0.09,25771.65639,0.5113,18.928,17.987,17.361,17.037,16.859
Sy1,32.9358328,-9.503319887,0.40237,97683.47639,,20.3525,19.9596,19.7463,19.3268,18.8377
Sy1,319.1047885,-6.579118378,0.72832,149410.8733,0.0834,20.742,20.017,19.721,19.204,19.053
Sy1,153.1763499,26.19180453,0.64702,138295.711,,21.6529,20.9379,20.8183,20.4998,20.1689
Sy1,320.8725634,-8.215288748,0.11671,32959.38455,0.2375,19.912,19.219,18.613,18.225,18.128
Sy1,27.818856,-0.720738,0.08996,25760.7359,,18.665,17.591,17.041,16.711,16.476
Sy1,163.4881529,33.40433783,0.69,144302.4769,,20.6613,20.3376,20.2432,20.1,19.845
Sy2,175.4817179,1.08799237,0.13641,38128.11698,,19.86,18.262,17.341,16.868,16.599
Sy2,193.9493713,-3.652656458,0.16861,46337.76889,,18.381,17.269,16.577,16.171,15.988
Sy1,4.988846006,-9.57881967,0.02,5935.902423,0.5919,18.379,17.568,17.174,16.986,16.798
Sy1,216.2635354,40.71063797,0.19084,51835.40932,0.4603,19.896,18.705,17.763,17.248,16.972
Sy1,10.06465636,5.115178463,0.679,142793.6418,,20.9041,20.2585,20.196,20.0147,20.036
Sy1,10.06506178,-4.379425117,0.722,148583.8898,0.1058,19.7223,19.2175,18.9819,18.98,18.8897
Sy1,217.6701292,41.15515437,0.3744,92250.04545,0.3304,19.64,19.378,19.293,19.319,18.85
Sy2,155.2406578,-4.950426148,0.040309102,11841,,,,,,
Sy2,162.7571984,8.473491415,0.02174,6446.659324,,16.902,14.924,14.101,13.686,13.401
Sy2,235.4798093,16.84297347,0.04989,14583.99393,,16.822,15.023,14.219,13.782,13.428
Sy1,218.6803746,42.0884665,0.19246,52230.68771,0.136,18.787,18.654,18.306,17.928,17.871
Sy1,132.3221888,53.29881542,0.11132,31525.66012,0.142,18.175,17.358,16.865,16.396,16.29
Sy1,129.766672,46.520464,0.735,150278.4242,,21.6019,21.1466,20.8215,20.4385,20.3512
Sy2,355.9981602,5.639897136,0.056,16319.00003,,,,,,
Sy1,194.1142498,21.5214644,0.07574,21848.68056,,18.918,16.943,16.051,15.533,15.233
Sy1,197.7914557,20.6587796,0.23339,61979.9825,1.6777,19.678,19.168,18.342,17.892,17.556
Sy2,197.8108731,20.81499505,0.13855,38682.87577,,19.688,18.045,17.027,16.52,16.18
Sy2,197.7335889,20.94413259,0.13211,37009.44645,,19.745,18.201,17.292,16.88,16.58
Sy2,189.1604583,62.22752778,1.0182,181604.1266,,,,24.2204,22.936,22.084
Sy1,196.3204917,21.40235991,0.06538,18960.97564,,18.98,17.704,16.996,16.596,16.34
Sy1,198.9183887,21.69227215,0.24323,64256.6279,0.2161,19.624,19.219,18.544,18.237,18.065
Sy2,0.825888,0.812291,0.13904,38809.71556,,20.062,18.388,17.613,17.15,16.806
Sy1,131.421053,45.687914,0.528,119995.231,,21.9641,22.3275,21.7457,21.6722,22.827
Sy1,213.3095326,38.85170633,0.29603,76041.17539,,19.636,19.437,19.234,19.268,18.915
Sy1,197.4324178,22.37657347,0.24021,63560.63421,0.2647,20.045,19.549,18.833,18.484,18.217
Sy1,201.1176599,4.774880519,0.02133,6326.390193,,17.612,16.087,15.333,14.94,14.633
Sy2,210.1690424,-1.921720189,0.02505,7415.769596,0.0039,16.948,15.9,15.389,15.205,14.919
Sy1,147.7015846,39.44735203,0.20553,55393.36892,0.0044,16.3213,16.4298,16.3961,16.007,16.2157
Sy1,213.158979,39.31023653,0.02583,7643.662602,1.1407,15.681,13.91,13.117,12.662,12.319
Sy2,189.027606,62.164316,0.638,136996.4349,,,,22.563,,20.9543
Sy2,189.033871,62.176731,0.679,142793.6418,,,,22.2409,21.598,20.5933
Sy1,189.193048,62.234724,0.961,176052.4276,,25.34,22.844,22.6573,22.286,20.8651
Sy2,212.2834805,38.67257104,0.06252,18158.19325,,18.081,16.348,15.611,15.269,15.002
Sy1,149.1708991,69.86715904,0.626,135246.5415,0.4058,21.894,20.169,19.123,18.449,18.214
Sy1,212.440185,39.06168922,0.20637,55595.033,0.6678,19.541,19.396,19.098,18.74,18.698
Sy1,213.611376,39.19345465,0.13121,36774.63448,0.3286,17.69,17.404,16.348,16.013,15.83
Sy1,239.286769,27.588541,0.12396,34874.59327,,18.42,17.087,16.267,15.857,15.486
Sy2,214.0211459,40.50308892,0.08166,23484.56241,0.4622,19.764,18.238,17.478,17.133,16.863
Sy1,194.4604102,21.99281129,0.61486,133599.9215,0.4591,20.115,19.733,19.775,19.599,19.552
Sy1,27.85822905,13.41973611,0.24259,64109.33411,0.5362,19.67,19.235,18.878,18.59,18.48
Sy1,5.090051626,0.50598244,0.1,28487.06614,,20.26,19.407,18.999,18.433,18.55
Sy1,177.8209183,3.448809701,0.04,11752.0487,,19.22,18.327,18.365,18.09,18.04
Sy1,218.0986397,40.09271436,0.14089,39287.98158,0.1929,18.525,17.771,17.014,16.572,16.316
Sy1,197.1982231,23.68166988,0.121,34094.49541,0.0731,,,,,
Sy1,222.0917233,38.89714246,0.1445,40218.43203,0.005,18.278,17.946,17.623,17.287,17.27
Sy1,190.5273543,24.87306319,0.21843,58469.2052,0.3493,19.43,19.212,18.871,18.697,18.651
Sy1,144.6933493,20.41885159,0.20445,55133.80361,,18.773,18.362,17.991,17.711,17.599
Sy1,201.9756361,47.55531212,0.34607,86561.55782,0.5115,20.371,19.771,19.158,18.906,18.605
Sy1,293.8331463,62.87552314,0.24914,65611.68475,0.168,20.259,19.505,18.82,18.613,18.371
Sy1,202.4865544,41.1771085,0.24583,64853.89598,,20.006,19.703,19.224,18.914,18.737
Sy1,186.8925862,22.24206496,0.33918,85149.27889,1.5921,20.39,20.11,19.761,19.594,19.181
Sy1,203.0506482,32.53570777,0.14197,39566.73343,0.1234,19.626,19.081,18.517,18.155,17.958
Sy1,249.4906374,12.11253081,0.19535,52934.04892,,19.586,19.168,18.58,18.253,18.105
Sy1,180.9063767,45.49654295,0.50187,115622.8947,,22.626,21.222,20.069,19.266,18.84
Sy1,138.8846168,47.32882722,0.18479,50352.80443,,20.427,19.875,19.074,18.665,18.481
Sy1,176.8726765,28.93999731,0.21001,56466.68896,0.2186,20.344,19.714,19.129,18.805,18.773
Sy1,134.1378663,49.18751566,0.07114,20570.4136,0.7442,18.541,17.04,16.319,15.795,15.536
Sy1,85.82422898,-0.366680369,0.37855,93067.55978,0.6529,21.325,20.221,19.282,18.961,18.148
Sy1,5.84634002,-0.310293911,0.34161,85648.67015,,20.76,20.172,19.446,19.127,18.589
Sy1,133.0170911,46.29766529,0.35966,89313.95499,0.6507,21.368,20.472,19.525,19.064,18.656
Sy1,191.1846678,11.18652869,0.68956,144242.4931,0.2182,20.76,20.426,20.333,20.395,20.257
Sy1,156.4951854,28.57328047,0.25858,67757.07249,0.498,18.98,18.508,17.895,17.587,17.297
Sy1,354.8019959,-0.336179084,0.16663,45841.40938,0.0273,20.919,20.436,19.905,19.535,19.404
Sy1,116.1686152,45.79594213,0.28042,72631.81791,0.5912,20.646,20.364,19.811,19.579,19.001
Sy1,253.1418288,27.93548535,0.30224,77380.38658,0.1082,20.138,19.769,19.223,19.05,18.626
Sy1,80.6891853,2.702098513,0.47939,111751.9703,0.6441,19.533,19.229,19.039,18.868,18.767
Sy1,213.3304919,23.14928413,0.44071,104846.4038,0.1297,20.039,19.63,19.368,19.059,18.931
Sy1,134.5013653,44.18348358,0.50147,115554.9102,,21.323,20.382,19.698,19.234,18.903
Sy1,126.4903556,46.55116331,0.31255,79582.50205,1.8232,22.296,21.147,19.869,19.548,19.095
Sy1,128.7085707,45.28919198,0.2726,70900.51178,2.1857,20.774,20.355,19.722,19.422,19.067
Sy1,333.4052302,24.67600851,0.50891,116814.1871,,21.327,20.504,20.224,19.55,19.34
Sy1,343.2386236,28.45124933,0.25174,66204.90563,1.0073,22.111,20.825,19.926,19.613,19.235
Sy1,32.72137259,21.80928482,0.24339,64293.43442,0.1157,19.297,18.481,17.754,17.276,17.145
Sy1,169.4791374,38.37190957,0.32728,82683.08624,1.6836,21.42,21.034,20.695,20.772,20.261
Sy1,138.3046488,5.185254901,0.75726,153121.62,0.2624,21.298,20.647,20.443,20.281,19.996
Sy1,137.9189486,35.27665002,0.61035,132927.1596,1.7221,21.809,20.948,20.65,19.866,19.573
Sy1,222.8049836,39.65392201,0.30289,77520.00286,0.6483,19.359,19.194,18.787,18.777,18.123
Sy1,40.37413088,0.987199858,0.43471,103746.7051,,20.775,20.503,19.824,19.435,19.137
Sy1,135.6676215,62.65116288,0.2798,72495.12509,0.1297,19.986,19.592,19.143,18.996,18.597
Sy1,121.636881,20.35003641,0.46709,109590.1225,0.2744,21.874,20.324,19.442,19.05,18.873
Sy1,187.3616797,20.03470153,0.53629,121354.4953,,20.666,20.385,20.262,20.04,19.881
Sy1,312.3568033,1.206976077,0.35945,89271.7564,,20.373,19.909,19.257,18.968,18.575
Sy1,352.1205004,-0.091067575,0.37237,91848.69812,0.2588,20.299,19.998,19.475,19.301,19.022
Sy1,103.3281467,82.92033381,0.25242,66359.76293,0.0597,21.056,19.989,19.439,19.203,19.077
Sy1,31.15408266,-5.377099499,0.59574,130723.1883,1.0352,21.392,20.608,20.338,19.8995,19.802
Sy1,115.519511,45.71459139,0.5267,119780.8705,0.2766,20.626,20.135,19.842,19.465,19.274
Sy1,192.1842454,10.85144389,0.62372,134911.2765,2.9281,21.622,20.848,20.358,19.552,19.514
Sy1,241.5412566,29.07145838,0.25617,67211.57923,,19.74,19.465,19.112,18.99,18.77
Sy1,155.7247668,8.021773892,0.49736,114854.5086,0.5344,21.015,19.883,19.357,18.884,18.749
Sy1,171.2356379,66.34308403,0.35869,89118.95073,0.2753,20.546,20.237,20.088,20.079,19.446
Sy1,199.6859567,39.08396627,0.54811,123269.7447,,21.623,20.268,19.728,19.331,19.209
Sy1,335.3427239,19.62047645,0.78168,156158.099,,21.62,20.921,20.659,20.757,20.311
Sy1,154.1661539,19.68010668,0.10499,29831.11938,0.5777,20.294,19.654,19.07,18.64,18.508
Sy1,242.330917,4.173297198,0.58226,128655.9024,,21.595,20.474,20.265,19.94,20.105
Sy1,151.7200053,20.57725019,0.26173,68467.77853,,20.121,19.66,19.109,18.918,18.723
Sy1,200.2323111,37.79620281,0.42956,102796.5706,0.1058,19.183,18.911,18.672,18.514,18.309
Sy1,318.6552469,11.21136141,0.08424,24194.2661,0.6322,19.394,17.55,16.788,16.499,16.28
Sy1,116.2036175,43.56762525,0.49689,114774.1974,,21.027,20.546,20.229,19.987,19.722
Sy1,81.24527417,1.081013681,0.58889,129676.7638,,20.854,20.358,20.269,19.893,19.984
Sy1,7.813410845,0.039949461,0.46955,110025.0057,1.687,22.424,21.424,20.437,19.717,19.361
Sy1,231.4196701,5.634142287,0.23174,61595.70626,0.1607,19.439,19.223,18.789,18.41,18.414
Sy1,239.0272405,25.14135146,0.42669,102264.5689,0.3956,19.998,19.745,19.422,19.24,19.029
Sy1,33.03880642,-0.450179441,0.39375,96027.98682,0.3648,21.29,20.251,19.356,18.987,18.587
Sy1,144.7237385,33.71617996,0.65554,139510.4644,1.06,21.084,20.681,20.526,20.189,20.287
Sy1,154.3541335,18.29285286,0.26724,69704.7508,1.0395,20.09,19.633,19.016,18.789,18.416
Sy1,124.4650022,44.56782401,0.27936,72398.05766,7.00E-04,21.28,20.577,19.822,19.538,19.197
Sy1,189.9865772,9.901836009,0.22762,60633.00395,0.8208,19.575,19.116,18.381,17.954,17.655
Sy1,208.2297853,18.6925794,0.49226,113980.6628,0.1716,20.977,20.261,19.859,19.567,19.339
Sy1,230.4892676,7.958427962,0.26139,68391.19175,0.8069,19.535,19.173,18.522,18.214,17.812
Sy1,117.0714439,31.21634482,0.24521,64711.63257,0.0139,21.206,20.94,20.434,20.137,19.926
Sy1,124.8610193,20.88940604,0.78441,156492.3011,,20.68,20.276,20.126,20.002,19.864
Sy1,139.8207926,34.07342537,0.40409,98011.79972,0.4047,21.695,21.019,20.543,20.342,20.113
Sy1,124.8909437,20.47980298,0.26356,68879.47957,0.1907,21.273,20.993,20.331,20.045,19.543
Sy1,172.1778063,6.450210654,0.30726,78455.91477,0.4681,20.112,19.574,19.15,18.985,18.586
Sy1,163.4468177,44.80869335,0.64184,137551.2371,,21.894,20.972,20.384,19.653,19.849
Sy1,357.9705768,14.77911765,0.18153,49549.70859,1.7877,15.975,13.402,12.598,12.356,13.805
Sy1,209.1612147,53.79854595,0.52838,120057.8282,,21.024,20.744,20.592,20.229,20.073
Sy1,133.8937817,45.22516707,0.45852,108065.2053,0.2337,20.105,19.818,19.464,19.168,19.029
Sy1,170.072798,41.9672121,0.28591,73837.93168,,19.963,19.468,18.726,18.39,17.94
Sy1,208.0923108,21.80895689,0.1481,41142.60563,0.0148,18.795,18.06,17.488,17.099,16.914
Sy1,55.94139368,0.601385783,0.36792,90965.54052,,20.949,20.425,19.961,19.703,19.255
Sy1,125.6343254,46.48980648,0.49062,113698.5425,,20.619,20.206,20.027,19.607,19.417
Sy1,233.9164977,14.3265275,0.36319,90021.73833,,19.81,19.56,19.22,19.146,18.615
Sy1,38.82000797,-0.752566946,0.60419,132002.5022,1.1663,21.436,20.749,20.393,19.886,19.632
Sy1,116.8975318,43.71229824,0.63296,136264.4688,0.8877,22.467,21.057,20.325,19.698,19.48
Sy1,206.6609784,48.40727584,0.52164,118943.3798,,21.906,21.088,20.01,19.311,18.943
Sy1,174.0431344,20.88970189,0.66918,141430.26,,21.754,20.976,20.132,19.441,19.027
Sy1,184.6599628,41.74238937,0.3572,88818.9754,0.359,19.638,19.464,18.959,18.713,18.191
Sy1,57.65602127,-6.808036109,0.38655,94632.27746,,20.757,19.97,19.111,18.775,18.468
Sy1,226.2600398,13.0337742,0.20437,55114.56388,,19.387,19.301,19.099,18.924,18.941
Sy1,150.6215002,33.43895721,0.69239,144627.7636,,20.779,20.545,20.317,20.296,20.321
Sy1,20.79331603,-6.553608517,0.58998,129843.8384,0.083,22.224,21.039,20.434,19.741,19.582
Sy1,84.33671041,-2.141682016,0.11939,33669.12234,0.0726,19.652,18.706,17.988,17.386,17.143
Sy1,181.3695384,15.50291121,0.3524,87849.03839,1.2275,20.137,19.882,19.409,19.267,18.79
Sy1,139.4919936,46.7480177,0.36106,89595.01325,0.1642,21.264,20.505,19.689,19.428,19.214
Sy1,202.0222892,8.290746053,0.3053,78036.73568,0.7011,20.088,19.686,19.184,19.006,18.648
Sy1,168.4789531,27.98596555,0.59355,130389.5523,0.3899,19.5485,19.1818,19.0797,18.8292,18.9022
Sy1,185.6280067,15.92996671,0.36599,90581.07037,0.0409,19.638,19.529,19.568,19.547,19.034
Sy1,203.9840869,7.996297792,0.56382,125774.4128,,19.802,19.1149,18.8549,18.5831,18.6651
Sy1,186.2068408,7.847223188,0.24006,63526.00202,0.4661,19.171,18.729,18.188,17.908,17.732
Sy1,154.040208,1.671793226,0.42685,102294.275,,19.6866,19.3977,19.6181,19.0839,18.5678
Sy1,155.066876,1.708833876,0.44764,106106.9073,,19.8468,19.5402,19.6352,19.4889,19.0088
Sy1,166.7656545,0.700652457,0.58024,128343.2877,0.1342,18.6832,18.3701,18.4255,18.2293,18.2999
Sy1,192.9854622,0.495959664,0.415,100078.9402,0.1628,20.075,19.657,19.579,19.306,19.139
Sy1,37.73914257,-1.009363782,0.649,138579.0909,0.1421,18.6535,18.4672,18.5593,18.549,18.6391
Sy1,139.2581416,56.78354932,0.09,25771.65639,,19.08,18.523,18.53,17.975,18.25
Sy1,204.3663731,1.920023487,0.54426,122648.8362,0.0398,19.0818,18.7309,18.7201,18.5507,18.5368
Sy1,208.5302642,1.806257643,0.65,138721.9634,0.1121,19.564,19.192,19.253,19.286,19.204
Sy2,214.1027836,4.633858698,0.05484,15990.45836,,17.59,15.946,15.18,14.732,14.395
Sy1,215.7206418,4.427302318,0.68472,143580.6431,0.1104,18.325,18.0015,18.0444,18.0155,17.9647
Sy1,244.3707814,50.18164937,0.76705,154349.1822,0.2268,20.6265,20.2125,20.0389,20.0053,19.9574
Sy1,191.4466877,2.15804977,0.56,125169.6376,,20.804,20.401,20.393,20.055,19.898
Sy1,189.9134325,8.135325054,0.41219,99549.06171,0.3067,18.576,18.413,18.4368,18.389,18.1508
Sy1,149.5828083,2.484320866,0.3448,86302.09559,,19.3061,19.3765,19.1339,19.085,18.5737
Sy1,340.4536665,18.40150119,0.4134,99777.44515,0.0224,19.7332,19.2614,19.0312,18.8855,18.7211
Sy2,13.37461195,-8.767753289,0.01898,5636.071719,,16.076,14.452,13.707,13.295,12.898
Sy1,327.8885855,6.850199873,0.6163,133813.9805,0.0839,20.0131,19.5733,19.5319,19.3328,19.4459
Sy1,18.40310567,-10.57938134,0.0522,15241.25125,,16.804,15.014,14.158,13.694,13.34
Sy1,20.30306541,-10.15850317,0.1,28487.06614,,19.737,18.7,18.279,17.89,17.882
Sy1,21.4287996,-9.286388106,0.03,8858.926048,,18.78,18.089,17.917,17.765,17.58
Sy1,24.5563131,-9.211511616,0.20506,55280.44908,,20.073,18.954,18.085,17.579,17.3
Sy1,23.55775489,-9.053350957,0.17512,47961.99491,,19.489,18.273,17.291,16.834,16.55
Sy1,26.26838887,-9.024314312,0.12,33830.37674,,20.438,19.434,18.922,18.525,18.327
Sy1,27.06657876,-10.00185828,0.21,56464.29924,,19.761,19.273,18.693,18.363,18.08
Sy1,18.56359121,4.234638445,0.755,152836.2712,0.7114,20.4055,19.8724,19.9315,19.8987,19.6174
Sy1,8.759949785,-10.85646123,0.73662,150487.8122,,19.1971,18.9354,18.7822,18.7415,18.675
Sy1,9.142036825,4.854861428,0.6323,136168.2964,0.4243,19.5602,19.1587,19.0819,18.9121,18.943
Sy1,189.3789115,19.44838645,0.21373,57353.78018,,19.372,19.079,18.406,17.955,17.712
Sy1,6.132100484,34.27508828,0.602,131672.1564,0.1558,19.9352,19.3537,19.3576,19.1452,19.0428
Sy1,254.4054569,60.82758871,0.31327,79735.30058,0.1977,18.6358,18.6618,18.6201,18.6893,18.1914
Sy1,9.695447805,15.11894473,0.43865,104469.7176,1.4502,20.5654,20.0416,19.5799,19.3431,18.996
Sy1,258.111649,31.31926773,0.51395,117660.9901,0.0468,19.7769,19.3676,19.3528,19.143,19.0163
Sy1,260.844473,32.17889332,0.65496,139428.1523,0.1247,21.1243,20.5878,20.4915,20.2806,20.2368
Sy2,127.107814,25.0146381,0.02874,8492.272502,,16.822,15.008,14.174,13.726,13.373
Sy1,189.5965821,19.77155016,0.21459,57558.32615,,20.019,18.769,17.732,17.253,16.969
Sy1,235.8572702,57.49355239,0.71642,147848.6963,,18.7401,18.4479,18.4091,18.2312,18.1793
Sy2,130.0945995,23.53964505,0.01206,3593.697163,,15.545,13.928,13.145,12.751,12.272
Sy1,150.5580713,42.3839648,0.62711,135409.4393,,20.3242,19.8816,19.8165,19.5753,19.441
Sy1,160.8423357,54.98212694,0.437,104167.3421,,20.149,19.6898,19.5734,19.3919,19.2075
Sy1,223.2060858,42.88782814,0.17056,46825.53292,1.4428,19.117,18.081,17.237,16.742,16.469
Sy1,217.8809455,50.35067216,0.626489,135318.3306,,19.3922,19.0726,19.0827,18.8797,19.0332
Sy1,195.2757559,46.40054409,0.45957,108252.8688,0.027,19.4794,18.9567,19.1661,18.9422,18.7194
Sy1,223.1842967,50.16856125,0.52322,119205.4252,0.1982,19.4908,19.2749,19.3373,19.2612,19.1854
Sy2,186.1131707,19.06987024,0.15093,41866.52072,2.1237,18.843,17.897,17.417,17.072,16.969
Sy1,220.1184545,37.36665073,0.33551,84392.35569,,20.236,20.082,19.652,19.617,18.68
Sy1,218.9588139,36.96576571,0.54394,122597.1014,0.8159,20.774,20.454,20.513,20.445,20.431
Sy1,36.88416116,1.036363869,0.67922,142824.008,0.8122,20.2492,19.8176,19.8055,19.7867,19.5918
Sy1,206.1879247,7.958301523,0.70306,146069.0292,,18.2627,17.9621,17.9562,17.928,17.9298
Sy1,218.3958477,37.59942634,0.44475,105582.4951,0.2546,19.2732,19.0115,19.0215,18.8694,18.6163
Sy1,187.9839259,19.89114534,0.14113,39349.95523,0.3704,18.574,18.015,17.415,16.993,16.742
Sy1,188.4966194,20.24645501,0.08813,25260.62103,0.1775,18.041,17.246,16.692,16.201,15.962
Sy1,189.6111394,20.81187369,0.10753,30512.47816,0.4061,19.701,18.165,17.371,16.952,16.648
Sy1,203.0636744,5.39259429,0.63459,136501.6679,0.0772,19.3354,19.0555,19.1505,18.9911,19.0363
Sy1,205.7965779,1.656139144,0.48184,112178.8478,,19.5372,19.1389,19.1463,18.8598,18.6864
